269.58	-57.6	1.0	211.0
274.57	-55.62	1.0	211.0
255.94	-56.55	1.0	211.0
255.08	-65.5	1.0	211.0
274.7	-61.7	1.0	211.0
282.24	-61.43	1.0	212.0
277.1	-60.1	1.0	214.0
267.61	-50.47	1.0	215.0
267.55	-58.95	1.0	215.0
271.75	-60.06	1.0	215.0
275.97	-56.09	1.0	215.0
267.73	-57.38	1.0	216.0
279.4	-59.9	1.0	217.0
276.77	-56.39	1.0	218.0
282.01	-52.93	1.0	218.0
277.46	-59.55	1.0	220.0
281.68	-53.43	1.0	220.0
281.6	-60.5	1.0	221.0
279.5	-58.5	1.0	221.0
272.29	-48.33	1.0	221.0
285.13	-49.07	1.0	225.0
285.2	-54.1	1.0	227.0
278.47	-48.42	1.0	228.0
293.57	-46.1	1.0	230.0
295.35	-45.19	1.0	230.0
290.65	-52.51	1.0	230.0
288.32	-54.08	1.0	230.0
283.15	-56.5	1.0	230.0
