00_no	01_tstop	10_spa_pol_dif	11_spa_pol_tes	20_ang_seg_dif	21_ang_seg_tes	30_len_seg_dif	31_len_seg_tes	22_course_seg1	23_course_seg2	32_len_seg1	33_len_seg2
0	0.0	3.9209716311135963	1	nan	nan	nan	nan	nan	nan	nan	nan
1	10.0	2.923070336235969	0	nan	nan	0.20949366544288406	0	104.121754999	336.727180306	1.3865707946920662	1.5960644601349503
2	20.0	3.4535080673406227	0	72.87133315618001	0	0.6560356732675037	0	-48.616204214200025	24.25512894197999	3.4814463776676807	2.825410704400177
3	30.0	3.0085830415898305	0	104.95835750380002	0	0.0344466	0	81.81912663579999	-23.139230868000027	2.9316817046579016	2.8972350920285095
4	40.0	6.708841718277162	0	16.66452436909998	0	2.3236914871705427	0	-22.0037360691	-5.339211700000021	2.0134271947293167	4.3371186818998595
5	50.0	4.687857595481811	0	104.25899320419998	0	4.697997764202508	0	-27.024318764899988	77.2346744393	6.340342837162063	1.6423450729595543
6	60.0	5.795266709596411	1	0.378223292499996	0	9.907339666940917	1	33.4424536082	33.82067690069999	2.8062043441640783	12.713544011104995
7	70.0	3.815612063911052	1	73.35123346809999	0	1.8177450350931132	0	42.03642504299998	-31.31480842510001	3.1591790491520526	1.3414340140589394
8	80.0	4.330584595023981	0	134.7663242205	0	0.5146162084831727	0	-42.535051515500015	92.231272705	1.9680420868731527	2.4826582953563254
9	90.0	4.237410190011141	0	48.88827260730005	0	3.2243676507000654	0	28.383099324400007	-20.505173282900046	4.841806956508209	1.617439305808143
10	100.0	5.419115294075718	0	37.51822649349995	0	3.5267528779546415	0	16.17838038399998	-21.339846109499973	6.0114619467587405	2.484709068804099
11	110.0	6.342760400064902	0	20.272526816599992	0	8.405618662694003	0	12.4790406802	-7.793486136399991	6.729403698387402	15.135022361081404
12	120.0	1.8483758856431145	0	30.00521653469997	0	5.948142233414233	0	-15.483282896300011	-45.48849943099998	8.58792720304416	2.6397849696299267
13	130.0	4.691818502062274	0	18.27798235030002	0	0.551098707600219	0	12.092604201299991	-6.18537814900003	5.069662610377057	5.6207613179772755
14	140.0	5.57415688857077	0	17.496631958999984	0	6.106961812706706	0	-98.23869093100001	-115.73532288999999	7.634094802636613	1.527132989929908
15	150.0	13.511712664893967	0	88.44308155859997	0	8.507816306016704	0	-108.68598649999998	-20.242904941400013	6.3973302497274895	14.905146555744194
16	160.0	7.267804552250987	0	157.2872564486	0	0.3370936687636492	0	17.282932136400007	-140.0043243122	5.06211862630721	5.39921229507086
17	170.0	6.708166767409256	0	51.86658740200002	0	1.979690744908286	0	-2.0962497713999824	-53.962837173400004	3.514671547766972	5.494362292675258
18	180.0	9.464527346857992	1	179.9808023106	0	2.921101887742415	0	-40.80280329460001	139.177999016	8.619086814044435	5.69798492630202
19	190.0	6.2776592951129615	1	65.35172464400006	0	4.458376119570137	0	-29.800174897000034	35.551549747000024	1.2236716204143356	5.682047739984473
20	200.0	5.119844472679776	0	71.16208958088998	0	5.519096285249995	0	108.34575488899998	37.183665308109994	2.8668514724142433	8.385947757664239
21	210.0	6.190936480968686	1	71.67927840339999	0	0.4876419896681039	0	49.46124568709999	121.14052409049998	4.994037812409392	5.481679802077496
22	220.0	3.6958043541155305	0	48.409515929000065	0	3.353189070819573	0	15.039052424000033	-33.37046350500003	5.644831302772653	8.998020373592226
23	230.0	6.687848857170889	0	30.610687030699992	0	3.178184679010341	0	24.636499455900008	55.2471864866	6.608054023175407	3.4298693441650654
24	240.0	10.001465313024829	1	1.512752504100007	0	1.5947872325860395	0	29.287917697300003	27.775165193199996	5.746172757637984	7.3409599902240235
25	250.0	9.762041687490736	1	22.816990117100033	0	1.0759428907397295	0	30.877169986900014	8.060179869799981	5.93852201923952	4.862579128499791
26	260.0	8.503621532260812	1	89.28226584900003	0	0.6589788073766022	0	-38.57969415599999	-127.86196000500001	0.9200863946802945	1.5790652020568967
27	270.0	3.7644525721588447	0	74.26564818699995	0	6.3925740881485655	0	-24.516293038999976	49.74935514799998	3.8183503843351905	10.210924472483756
28	280.0	4.50208960926038	0	52.35032324900001	0	2.7644472124856794	0	1.93389456700001	-50.416428682	5.980811949827462	3.2163647373417827
29	290.0	9.562680143919923	1	48.40889814399998	0	0.469769429520865	0	-30.254254885000023	-78.663153029	2.8548340498195963	3.3246034793404613
30	300.0	2.462671688769995	0	158.9023616694	0	5.829088448137941	0	-63.810006043000016	137.2876322876	1.3867342958866284	7.215822744024569
31	310.0	6.840614533749906	0	9.428745806300014	0	0.5112642730330714	0	-0.1082964112999889	9.320449395000026	5.115540480896129	4.604276207863058
32	320.0	16.03177235144463	1	63.64186491129999	0	9.21464699408266	0	22.96285224730002	-40.67901266399997	12.182306883146854	2.9676598890641936
