266.91	-63.27	1.0	211.0
273.3	-59.87	1.0	211.0
256.25	-58.64	1.0	211.0
255.08	-65.5	1.0	211.0
274.7	-61.7	1.0	211.0
282.24	-61.43	1.0	212.0
277.1	-60.1	1.0	214.0
268.68	-53.39	1.0	215.0
267.55	-58.95	1.0	215.0
271.75	-60.06	1.0	215.0
280.51	-62.44	1.0	215.0
268.36	-59.28	1.0	216.0
279.4	-59.9	1.0	217.0
277.57	-58.0	1.0	218.0
282.46	-53.54	1.0	218.0
280.63	-63.48	1.0	220.0
281.51	-55.92	1.0	220.0
281.6	-60.5	1.0	221.0
279.5	-58.5	1.0	221.0
272.29	-48.33	1.0	221.0
287.85	-52.69	1.0	225.0
285.2	-54.1	1.0	227.0
278.47	-48.42	1.0	228.0
296.88	-49.8	1.0	230.0
298.99	-49.1	1.0	230.0
295.01	-56.58	1.0	230.0
293.09	-58.58	1.0	230.0
286.64	-59.85	1.0	230.0
