280.0	-55.0	1.0	201.0
285.0	-51.0	1.0	201.0
286.4	-50.0	1.0	204.2
292.0	-50.0	1.0	208.0
308.0	-50.0	1.0	215.0
-87.1199764346	-59.0334041829	1.0	200.0
-74.1966390906	-60.0843841475	1.0	201.0
-78.6860629528	-51.0347149077	1.0	204.0
-80.7788932138	-51.6704258644	1.0	204.0
-65.8429168758	-59.0691296101	1.0	204.0
-67.5151293279	-61.9201873578	1.0	204.0
-85.826830608	-51.657401184	1.0	204.0
-67.0547223598	-52.2695260663	1.0	207.0
-72.9326801904	-60.7068943526	1.0	207.0
-76.7799170061	-48.7907521433	1.0	209.0
-67.5225997368	-51.8621195319	1.0	211.0
-62.8319382157	-50.2016855116	1.0	211.0
-79.1144602983	-50.1787310634	1.0	211.0
-80.9306651597	-59.0771804749	1.0	211.0
-63.9909904084	-56.2425656146	1.0	211.0
-57.1360697037	-56.547823854	1.0	212.0
-60.4828026304	-54.9815113656	1.0	214.0
-66.8889697281	-44.9011694229	1.0	215.0
-68.118794995	-53.3433066625	1.0	215.0
-64.7130512189	-54.6729703978	1.0	215.0
-60.2943912838	-50.9835758667	1.0	215.0
-67.3687811571	-51.8517514833	1.0	216.0
-57.3545851858	-55.0936225904	1.0	217.0
-58.5856504555	-51.4937819219	1.0	218.0
-53.2920468969	-48.4032668629	1.0	218.0
-57.870501997	-54.7800796326	1.0	220.0
-52.9717341712	-48.9712188291	1.0	220.0
