80.6	-64.0	1.0	180.0
80.47	-57.51	1.0	180.0
75.1	-65.4	1.0	183.0
71.89	-57.27	1.0	183.0
90.08	-53.26	1.0	183.0
89.41	-38.07	1.0	183.0
93.5	-71.6	1.0	183.0
84.0	-57.0	1.0	183.0
88.7	-70.5	1.0	183.0
71.9	-61.9	1.0	183.0
107.92	-59.25	1.0	184.0
75.55	-61.35	1.0	184.0
96.77	-59.86	1.0	184.0
90.87	-69.12	1.0	184.0
67.43	-67.28	1.0	185.5
106.7	-70.7	1.0	186.0
65.97	-70.23	1.0	187.0
57.73	-68.46	1.0	187.0
102.02	-51.02	1.0	187.0
90.78	-74.7	1.0	193.0
48.65	-82.4	1.0	193.0
338.7	-84.75	1.0	195.0
105.18	-73.03	1.0	195.0
34.27	-70.56	1.0	196.6
72.73	-63.58	1.0	198.0
70.58	-71.71	1.0	200.0
